case_id,label,gauss_a,gauss_b,distance_m,dist_bin_lo,match_group,variant
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,511052,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,511052,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,511052,1v5
DouBanLv1_c2_c4,0,16119,16080,0.06892627080644258,0.06,511053,1v5
DouBanLv1_c2_c4,1,20096,27125,0.06719828183096888,0.06,511053,1v5
DouBanLv1_c2_c4,1,3385,23121,0.06408753495078703,0.06,511053,1v5
DouBanLv1_c2_c4,1,32333,38081,0.06218954013211194,0.06,511053,1v5
DouBanLv1_c2_c4,1,35901,36626,0.060527488335604174,0.06,511053,1v5
DouBanLv1_c2_c4,1,14805,45831,0.061338199626326015,0.06,511053,1v5
DouBanLv1_c2_c4,0,16946,13358,0.1006678943960776,0.1,515392,1v5
DouBanLv1_c2_c4,1,11155,46775,0.10828136151090813,0.1,515392,1v5
DouBanLv1_c2_c4,1,35942,38081,0.10664727879386045,0.1,515392,1v5
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,515392,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,515392,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,515392,1v5
DouBanLv1_c2_c4,0,17809,16080,0.07484752447696125,0.07,519571,1v5
DouBanLv1_c2_c4,1,11022,42247,0.07235097680609269,0.07,519571,1v5
DouBanLv1_c2_c4,1,6076,48976,0.07078047750374117,0.07,519571,1v5
DouBanLv1_c2_c4,1,9658,11386,0.07264652666633416,0.07,519571,1v5
DouBanLv1_c2_c4,1,12138,49717,0.07629960371455809,0.07,519571,1v5
DouBanLv1_c2_c4,1,1151,10324,0.07001240976059137,0.07,519571,1v5
DouBanLv1_c2_c4,0,18297,13358,0.09267034185001281,0.09,522266,1v5
DouBanLv1_c2_c4,1,1345,33009,0.0924109593909246,0.09,522266,1v5
DouBanLv1_c2_c4,1,50615,50898,0.09052259419677923,0.09,522266,1v5
DouBanLv1_c2_c4,1,1510,3461,0.09875305842779464,0.09,522266,1v5
DouBanLv1_c2_c4,1,27750,43488,0.09061019971762288,0.09,522266,1v5
DouBanLv1_c2_c4,1,1178,9215,0.09238380565816573,0.09,522266,1v5
DouBanLv1_c2_c4,0,18850,3873,0.10235796549837013,0.1,524230,1v5
DouBanLv1_c2_c4,1,11155,46775,0.10828136151090813,0.1,524230,1v5
DouBanLv1_c2_c4,1,35942,38081,0.10664727879386045,0.1,524230,1v5
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,524230,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,524230,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,524230,1v5
DouBanLv1_c2_c4,0,18850,16080,0.0583297460299337,0.05,524231,1v5
DouBanLv1_c2_c4,1,2181,42888,0.05077555042207659,0.05,524231,1v5
DouBanLv1_c2_c4,1,35196,47348,0.05882346246500734,0.05,524231,1v5
DouBanLv1_c2_c4,1,18236,22075,0.0578457516282243,0.05,524231,1v5
DouBanLv1_c2_c4,1,33051,40148,0.053534111006048955,0.05,524231,1v5
DouBanLv1_c2_c4,1,13258,26470,0.059970978451258254,0.05,524231,1v5
DouBanLv1_c2_c4,0,19406,16080,0.0679865187757263,0.06,527010,1v5
DouBanLv1_c2_c4,1,20096,27125,0.06719828183096888,0.06,527010,1v5
DouBanLv1_c2_c4,1,3385,23121,0.06408753495078703,0.06,527010,1v5
DouBanLv1_c2_c4,1,32333,38081,0.06218954013211194,0.06,527010,1v5
DouBanLv1_c2_c4,1,35901,36626,0.060527488335604174,0.06,527010,1v5
DouBanLv1_c2_c4,1,14805,45831,0.061338199626326015,0.06,527010,1v5
DouBanLv1_c2_c4,0,20730,16080,0.08578958656101227,0.08,533577,1v5
DouBanLv1_c2_c4,1,958,21792,0.0851116467949465,0.08,533577,1v5
DouBanLv1_c2_c4,1,8989,39619,0.08658490373813679,0.08,533577,1v5
DouBanLv1_c2_c4,1,8550,21521,0.08657159497630477,0.08,533577,1v5
DouBanLv1_c2_c4,1,11386,18431,0.08749328082676357,0.08,533577,1v5
DouBanLv1_c2_c4,1,1609,31869,0.08866492189347401,0.08,533577,1v5
DouBanLv1_c2_c4,0,25962,3873,0.10260924148071864,0.1,553519,1v5
DouBanLv1_c2_c4,1,11155,46775,0.10828136151090813,0.1,553519,1v5
DouBanLv1_c2_c4,1,35942,38081,0.10664727879386045,0.1,553519,1v5
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,553519,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,553519,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,553519,1v5
DouBanLv1_c2_c4,0,25962,16080,0.06838503308293824,0.06,553520,1v5
DouBanLv1_c2_c4,1,20096,27125,0.06719828183096888,0.06,553520,1v5
DouBanLv1_c2_c4,1,3385,23121,0.06408753495078703,0.06,553520,1v5
DouBanLv1_c2_c4,1,32333,38081,0.06218954013211194,0.06,553520,1v5
DouBanLv1_c2_c4,1,35901,36626,0.060527488335604174,0.06,553520,1v5
DouBanLv1_c2_c4,1,14805,45831,0.061338199626326015,0.06,553520,1v5
DouBanLv1_c2_c4,0,26052,3873,0.09165566085473016,0.09,553914,1v5
DouBanLv1_c2_c4,1,1345,33009,0.0924109593909246,0.09,553914,1v5
DouBanLv1_c2_c4,1,50615,50898,0.09052259419677923,0.09,553914,1v5
DouBanLv1_c2_c4,1,1510,3461,0.09875305842779464,0.09,553914,1v5
DouBanLv1_c2_c4,1,27750,43488,0.09061019971762288,0.09,553914,1v5
DouBanLv1_c2_c4,1,1178,9215,0.09238380565816573,0.09,553914,1v5
DouBanLv1_c2_c4,0,26052,13358,0.09620654679814583,0.09,553915,1v5
DouBanLv1_c2_c4,1,1345,33009,0.0924109593909246,0.09,553915,1v5
DouBanLv1_c2_c4,1,50615,50898,0.09052259419677923,0.09,553915,1v5
DouBanLv1_c2_c4,1,1510,3461,0.09875305842779464,0.09,553915,1v5
DouBanLv1_c2_c4,1,27750,43488,0.09061019971762288,0.09,553915,1v5
DouBanLv1_c2_c4,1,1178,9215,0.09238380565816573,0.09,553915,1v5
DouBanLv1_c2_c4,0,26052,16080,0.059003872207905275,0.05,553916,1v5
DouBanLv1_c2_c4,1,2181,42888,0.05077555042207659,0.05,553916,1v5
DouBanLv1_c2_c4,1,35196,47348,0.05882346246500734,0.05,553916,1v5
DouBanLv1_c2_c4,1,18236,22075,0.0578457516282243,0.05,553916,1v5
DouBanLv1_c2_c4,1,33051,40148,0.053534111006048955,0.05,553916,1v5
DouBanLv1_c2_c4,1,13258,26470,0.059970978451258254,0.05,553916,1v5
DouBanLv1_c2_c4,0,26052,37939,0.10943156257836699,0.1,553917,1v5
DouBanLv1_c2_c4,1,11155,46775,0.10828136151090813,0.1,553917,1v5
DouBanLv1_c2_c4,1,35942,38081,0.10664727879386045,0.1,553917,1v5
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,553917,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,553917,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,553917,1v5
DouBanLv1_c2_c4,0,26675,16080,0.07309389146494438,0.07,556154,1v5
DouBanLv1_c2_c4,1,11022,42247,0.07235097680609269,0.07,556154,1v5
DouBanLv1_c2_c4,1,6076,48976,0.07078047750374117,0.07,556154,1v5
DouBanLv1_c2_c4,1,9658,11386,0.07264652666633416,0.07,556154,1v5
DouBanLv1_c2_c4,1,12138,49717,0.07629960371455809,0.07,556154,1v5
DouBanLv1_c2_c4,1,1151,10324,0.07001240976059137,0.07,556154,1v5
DouBanLv1_c2_c4,0,31436,37939,0.10705247599292438,0.1,571805,1v5
DouBanLv1_c2_c4,1,11155,46775,0.10828136151090813,0.1,571805,1v5
DouBanLv1_c2_c4,1,35942,38081,0.10664727879386045,0.1,571805,1v5
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,571805,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,571805,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,571805,1v5
DouBanLv1_c2_c4,0,31874,16080,0.08710688698870601,0.08,572844,1v5
DouBanLv1_c2_c4,1,958,21792,0.0851116467949465,0.08,572844,1v5
DouBanLv1_c2_c4,1,8989,39619,0.08658490373813679,0.08,572844,1v5
DouBanLv1_c2_c4,1,8550,21521,0.08657159497630477,0.08,572844,1v5
DouBanLv1_c2_c4,1,11386,18431,0.08749328082676357,0.08,572844,1v5
DouBanLv1_c2_c4,1,1609,31869,0.08866492189347401,0.08,572844,1v5
DouBanLv1_c2_c4,0,34041,13358,0.1057572173749197,0.1,579317,1v5
DouBanLv1_c2_c4,1,11155,46775,0.10828136151090813,0.1,579317,1v5
DouBanLv1_c2_c4,1,35942,38081,0.10664727879386045,0.1,579317,1v5
DouBanLv1_c2_c4,1,2894,13619,0.10808160228593627,0.1,579317,1v5
DouBanLv1_c2_c4,1,5154,24271,0.10749319174965163,0.1,579317,1v5
DouBanLv1_c2_c4,1,3873,4143,0.10720771282674349,0.1,579317,1v5
DouBanLv1_c2_c4,0,47664,1015,0.09974679330779102,0.09,608342,1v5
DouBanLv1_c2_c4,1,1345,33009,0.0924109593909246,0.09,608342,1v5
DouBanLv1_c2_c4,1,50615,50898,0.09052259419677923,0.09,608342,1v5
DouBanLv1_c2_c4,1,1510,3461,0.09875305842779464,0.09,608342,1v5
DouBanLv1_c2_c4,1,27750,43488,0.09061019971762288,0.09,608342,1v5
DouBanLv1_c2_c4,1,1178,9215,0.09238380565816573,0.09,608342,1v5
DouBanLv1_c3_c2,0,122,11155,0.07953207353757355,0.07,1296,1v5
DouBanLv1_c3_c2,1,1689,1742,0.07682436666869986,0.07,1296,1v5
DouBanLv1_c3_c2,1,1062,45083,0.07303705945692761,0.07,1296,1v5
DouBanLv1_c3_c2,1,50822,51682,0.07606365317540453,0.07,1296,1v5
DouBanLv1_c3_c2,1,36968,40285,0.07992643515312513,0.07,1296,1v5
DouBanLv1_c3_c2,1,5997,35789,0.07218119573570751,0.07,1296,1v5
DouBanLv1_c3_c2,0,305,393,0.07932502122643356,0.07,3896,1v5
DouBanLv1_c3_c2,1,1689,1742,0.07682436666869986,0.07,3896,1v5
DouBanLv1_c3_c2,1,1062,45083,0.07303705945692761,0.07,3896,1v5
DouBanLv1_c3_c2,1,50822,51682,0.07606365317540453,0.07,3896,1v5
DouBanLv1_c3_c2,1,36968,40285,0.07992643515312513,0.07,3896,1v5
DouBanLv1_c3_c2,1,5997,35789,0.07218119573570751,0.07,3896,1v5
DouBanLv1_c3_c2,0,305,437,0.05871531099186823,0.05,3897,1v5
DouBanLv1_c3_c2,1,16340,39564,0.057269356066413035,0.05,3897,1v5
DouBanLv1_c3_c2,1,6817,11861,0.05916975601173271,0.05,3897,1v5
DouBanLv1_c3_c2,1,2236,40400,0.052783224210632106,0.05,3897,1v5
DouBanLv1_c3_c2,1,5594,29442,0.051929659373155225,0.05,3897,1v5
DouBanLv1_c3_c2,1,948,25051,0.05656891594762935,0.05,3897,1v5
DouBanLv1_c3_c2,0,305,457,0.09317921061775483,0.09,3898,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3898,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3898,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3898,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3898,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3898,1v5
DouBanLv1_c3_c2,0,305,759,0.08040024308355166,0.08,3899,1v5
DouBanLv1_c3_c2,1,49974,50824,0.08549345149469548,0.08,3899,1v5
DouBanLv1_c3_c2,1,10593,15531,0.08227225097739255,0.08,3899,1v5
DouBanLv1_c3_c2,1,398,5262,0.08061730250192803,0.08,3899,1v5
DouBanLv1_c3_c2,1,5036,13223,0.0806408364785765,0.08,3899,1v5
DouBanLv1_c3_c2,1,864,31869,0.08508639454091912,0.08,3899,1v5
DouBanLv1_c3_c2,0,305,1062,0.08997158583704269,0.08,3900,1v5
DouBanLv1_c3_c2,1,49974,50824,0.08549345149469548,0.08,3900,1v5
DouBanLv1_c3_c2,1,10593,15531,0.08227225097739255,0.08,3900,1v5
DouBanLv1_c3_c2,1,398,5262,0.08061730250192803,0.08,3900,1v5
DouBanLv1_c3_c2,1,5036,13223,0.0806408364785765,0.08,3900,1v5
DouBanLv1_c3_c2,1,864,31869,0.08508639454091912,0.08,3900,1v5
DouBanLv1_c3_c2,0,305,1345,0.0859993862570216,0.08,3901,1v5
DouBanLv1_c3_c2,1,49974,50824,0.08549345149469548,0.08,3901,1v5
DouBanLv1_c3_c2,1,10593,15531,0.08227225097739255,0.08,3901,1v5
DouBanLv1_c3_c2,1,398,5262,0.08061730250192803,0.08,3901,1v5
DouBanLv1_c3_c2,1,5036,13223,0.0806408364785765,0.08,3901,1v5
DouBanLv1_c3_c2,1,864,31869,0.08508639454091912,0.08,3901,1v5
DouBanLv1_c3_c2,0,305,1609,0.1005308095935315,0.1,3902,1v5
DouBanLv1_c3_c2,1,38076,46548,0.10375201634313563,0.1,3902,1v5
DouBanLv1_c3_c2,1,21982,37504,0.10246712286779813,0.1,3902,1v5
DouBanLv1_c3_c2,1,6147,50105,0.10133704007708971,0.1,3902,1v5
DouBanLv1_c3_c2,1,12470,23901,0.1023673571863647,0.1,3902,1v5
DouBanLv1_c3_c2,1,2336,43448,0.10531445278507413,0.1,3902,1v5
DouBanLv1_c3_c2,0,305,2354,0.0693854060368395,0.06,3903,1v5
DouBanLv1_c3_c2,1,2209,23997,0.06107281110915619,0.06,3903,1v5
DouBanLv1_c3_c2,1,22618,28143,0.06774369914933397,0.06,3903,1v5
DouBanLv1_c3_c2,1,2920,18187,0.06673428352996279,0.06,3903,1v5
DouBanLv1_c3_c2,1,43955,50833,0.06254071123030289,0.06,3903,1v5
DouBanLv1_c3_c2,1,5788,22705,0.062073362603612306,0.06,3903,1v5
DouBanLv1_c3_c2,0,305,2612,0.07070666897538797,0.07,3904,1v5
DouBanLv1_c3_c2,1,1689,1742,0.07682436666869986,0.07,3904,1v5
DouBanLv1_c3_c2,1,1062,45083,0.07303705945692761,0.07,3904,1v5
DouBanLv1_c3_c2,1,50822,51682,0.07606365317540453,0.07,3904,1v5
DouBanLv1_c3_c2,1,36968,40285,0.07992643515312513,0.07,3904,1v5
DouBanLv1_c3_c2,1,5997,35789,0.07218119573570751,0.07,3904,1v5
DouBanLv1_c3_c2,0,305,2920,0.08111746595387494,0.08,3905,1v5
DouBanLv1_c3_c2,1,49974,50824,0.08549345149469548,0.08,3905,1v5
DouBanLv1_c3_c2,1,10593,15531,0.08227225097739255,0.08,3905,1v5
DouBanLv1_c3_c2,1,398,5262,0.08061730250192803,0.08,3905,1v5
DouBanLv1_c3_c2,1,5036,13223,0.0806408364785765,0.08,3905,1v5
DouBanLv1_c3_c2,1,864,31869,0.08508639454091912,0.08,3905,1v5
DouBanLv1_c3_c2,0,305,4228,0.10366776767854864,0.1,3906,1v5
DouBanLv1_c3_c2,1,38076,46548,0.10375201634313563,0.1,3906,1v5
DouBanLv1_c3_c2,1,21982,37504,0.10246712286779813,0.1,3906,1v5
DouBanLv1_c3_c2,1,6147,50105,0.10133704007708971,0.1,3906,1v5
DouBanLv1_c3_c2,1,12470,23901,0.1023673571863647,0.1,3906,1v5
DouBanLv1_c3_c2,1,2336,43448,0.10531445278507413,0.1,3906,1v5
DouBanLv1_c3_c2,0,305,5944,0.062346126671932664,0.06,3907,1v5
DouBanLv1_c3_c2,1,2209,23997,0.06107281110915619,0.06,3907,1v5
DouBanLv1_c3_c2,1,22618,28143,0.06774369914933397,0.06,3907,1v5
DouBanLv1_c3_c2,1,2920,18187,0.06673428352996279,0.06,3907,1v5
DouBanLv1_c3_c2,1,43955,50833,0.06254071123030289,0.06,3907,1v5
DouBanLv1_c3_c2,1,5788,22705,0.062073362603612306,0.06,3907,1v5
DouBanLv1_c3_c2,0,305,6059,0.09129259514772574,0.09,3908,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3908,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3908,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3908,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3908,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3908,1v5
DouBanLv1_c3_c2,0,305,6795,0.1012544631880038,0.1,3909,1v5
DouBanLv1_c3_c2,1,38076,46548,0.10375201634313563,0.1,3909,1v5
DouBanLv1_c3_c2,1,21982,37504,0.10246712286779813,0.1,3909,1v5
DouBanLv1_c3_c2,1,6147,50105,0.10133704007708971,0.1,3909,1v5
DouBanLv1_c3_c2,1,12470,23901,0.1023673571863647,0.1,3909,1v5
DouBanLv1_c3_c2,1,2336,43448,0.10531445278507413,0.1,3909,1v5
DouBanLv1_c3_c2,0,305,11155,0.09381225703850318,0.09,3910,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3910,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3910,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3910,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3910,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3910,1v5
DouBanLv1_c3_c2,0,305,25670,0.10132564626731039,0.1,3911,1v5
DouBanLv1_c3_c2,1,38076,46548,0.10375201634313563,0.1,3911,1v5
DouBanLv1_c3_c2,1,21982,37504,0.10246712286779813,0.1,3911,1v5
DouBanLv1_c3_c2,1,6147,50105,0.10133704007708971,0.1,3911,1v5
DouBanLv1_c3_c2,1,12470,23901,0.1023673571863647,0.1,3911,1v5
DouBanLv1_c3_c2,1,2336,43448,0.10531445278507413,0.1,3911,1v5
DouBanLv1_c3_c2,0,305,26376,0.09317779043543978,0.09,3912,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3912,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3912,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3912,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3912,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3912,1v5
DouBanLv1_c3_c2,0,305,27422,0.10338677838847989,0.1,3913,1v5
DouBanLv1_c3_c2,1,38076,46548,0.10375201634313563,0.1,3913,1v5
DouBanLv1_c3_c2,1,21982,37504,0.10246712286779813,0.1,3913,1v5
DouBanLv1_c3_c2,1,6147,50105,0.10133704007708971,0.1,3913,1v5
DouBanLv1_c3_c2,1,12470,23901,0.1023673571863647,0.1,3913,1v5
DouBanLv1_c3_c2,1,2336,43448,0.10531445278507413,0.1,3913,1v5
DouBanLv1_c3_c2,0,306,393,0.08543711583359656,0.08,3928,1v5
DouBanLv1_c3_c2,1,49974,50824,0.08549345149469548,0.08,3928,1v5
DouBanLv1_c3_c2,1,10593,15531,0.08227225097739255,0.08,3928,1v5
DouBanLv1_c3_c2,1,398,5262,0.08061730250192803,0.08,3928,1v5
DouBanLv1_c3_c2,1,5036,13223,0.0806408364785765,0.08,3928,1v5
DouBanLv1_c3_c2,1,864,31869,0.08508639454091912,0.08,3928,1v5
DouBanLv1_c3_c2,0,306,437,0.06450815555879909,0.06,3929,1v5
DouBanLv1_c3_c2,1,2209,23997,0.06107281110915619,0.06,3929,1v5
DouBanLv1_c3_c2,1,22618,28143,0.06774369914933397,0.06,3929,1v5
DouBanLv1_c3_c2,1,2920,18187,0.06673428352996279,0.06,3929,1v5
DouBanLv1_c3_c2,1,43955,50833,0.06254071123030289,0.06,3929,1v5
DouBanLv1_c3_c2,1,5788,22705,0.062073362603612306,0.06,3929,1v5
DouBanLv1_c3_c2,0,306,457,0.09752405046016387,0.09,3930,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3930,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3930,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3930,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3930,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3930,1v5
DouBanLv1_c3_c2,0,306,759,0.08545036756983558,0.08,3931,1v5
DouBanLv1_c3_c2,1,49974,50824,0.08549345149469548,0.08,3931,1v5
DouBanLv1_c3_c2,1,10593,15531,0.08227225097739255,0.08,3931,1v5
DouBanLv1_c3_c2,1,398,5262,0.08061730250192803,0.08,3931,1v5
DouBanLv1_c3_c2,1,5036,13223,0.0806408364785765,0.08,3931,1v5
DouBanLv1_c3_c2,1,864,31869,0.08508639454091912,0.08,3931,1v5
DouBanLv1_c3_c2,0,306,1062,0.0955662516931236,0.09,3932,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3932,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3932,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3932,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3932,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3932,1v5
DouBanLv1_c3_c2,0,306,1345,0.09205726606781667,0.09,3933,1v5
DouBanLv1_c3_c2,1,1302,25802,0.09552144330321967,0.09,3933,1v5
DouBanLv1_c3_c2,1,4246,6885,0.09778774521596992,0.09,3933,1v5
DouBanLv1_c3_c2,1,43488,44657,0.09005201990791638,0.09,3933,1v5
DouBanLv1_c3_c2,1,22912,34624,0.09551531347579827,0.09,3933,1v5
DouBanLv1_c3_c2,1,13109,31914,0.09237545123646929,0.09,3933,1v5
DouBanLv1_c3_c2,0,306,1609,0.10658205181707829,0.1,3934,1v5
DouBanLv1_c3_c2,1,38076,46548,0.10375201634313563,0.1,3934,1v5
DouBanLv1_c3_c2,1,21982,37504,0.10246712286779813,0.1,3934,1v5
DouBanLv1_c3_c2,1,6147,50105,0.10133704007708971,0.1,3934,1v5
DouBanLv1_c3_c2,1,12470,23901,0.1023673571863647,0.1,3934,1v5
DouBanLv1_c3_c2,1,2336,43448,0.10531445278507413,0.1,3934,1v5
DouBanLv1_c3_c2,0,306,2354,0.07521139859219496,0.07,3935,1v5
DouBanLv1_c3_c2,1,1689,1742,0.07682436666869986,0.07,3935,1v5
